"","age","story","pos","lexeme"
"1333",80,"picnic","Adverbs","down"
"1334",80,"picnic","Adverbs","even"
"1335",80,"picnic","Adverbs","ever"
"1336",80,"picnic","Adverbs","here"
"1337",80,"picnic","Adverbs","just"
"1338",80,"picnic","Adverbs","maybe"
"1339",80,"picnic","Adverbs","meanwhile"
"1340",80,"picnic","Adverbs","now"
"1341",80,"picnic","Adverbs","off"
"1342",80,"picnic","Adverbs","on"
"1343",80,"picnic","Adverbs","out"
"1344",80,"picnic","Adverbs","so"
"1345",80,"picnic","Adverbs","still"
"1346",80,"picnic","Adverbs","then"
"1347",80,"picnic","Adverbs","there"
"1348",80,"picnic","Adverbs","up"
"1349",80,"picnic","Adverbs","very"
"1350",80,"picnic","Adverbs","where"
"1351",80,"picnic","Nouns","baby"
"1352",80,"picnic","Nouns","back"
"1353",80,"picnic","Nouns","banjo"
"1354",80,"picnic","Nouns","baseball"
"1355",80,"picnic","Nouns","basket"
"1356",80,"picnic","Nouns","berry"
"1357",80,"picnic","Nouns","child"
"1358",80,"picnic","Nouns","doll"
"1359",80,"picnic","Nouns","family"
"1360",80,"picnic","Nouns","flower"
"1361",80,"picnic","Nouns","food"
"1362",80,"picnic","Nouns","home"
"1363",80,"picnic","Nouns","mother"
"1364",80,"picnic","Nouns","mouse"
"1365",80,"picnic","Nouns","picnic"
"1366",80,"picnic","Nouns","picture"
"1367",80,"picnic","Nouns","place"
"1368",80,"picnic","Nouns","road"
"1369",80,"picnic","Nouns","rock"
"1370",80,"picnic","Nouns","thing"
"1371",80,"picnic","Nouns","time"
"1372",80,"picnic","Nouns","toy"
"1373",80,"picnic","Nouns","truck"
"1374",80,"picnic","Nouns","water"
"1375",80,"picnic","Nouns","watermelon"
"1376",80,"picnic","Verbs","come"
"1377",80,"picnic","Verbs","cry"
"1378",80,"picnic","Verbs","decide"
"1379",80,"picnic","Verbs","do"
"1380",80,"picnic","Verbs","eat"
"1381",80,"picnic","Verbs","fall"
"1382",80,"picnic","Verbs","find"
"1383",80,"picnic","Verbs","get"
"1384",80,"picnic","Verbs","go"
"1385",80,"picnic","Verbs","guess"
"1386",80,"picnic","Verbs","have"
"1387",80,"picnic","Verbs","hug"
"1388",80,"picnic","Verbs","jump"
"1389",80,"picnic","Verbs","know"
"1390",80,"picnic","Verbs","lay"
"1391",80,"picnic","Verbs","look"
"1392",80,"picnic","Verbs","pick"
"1393",80,"picnic","Verbs","play"
"1394",80,"picnic","Verbs","put"
"1395",80,"picnic","Verbs","see"
"1396",80,"picnic","Verbs","sit"
"1397",80,"picnic","Verbs","start"
"1398",80,"picnic","Verbs","swim"
"1399",80,"picnic","Verbs","take"
"1400",80,"picnic","Verbs","think"
